PUF_ID,HEALTH,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_4,FWB2_2,FSscore,ACT1_2,FINGOALS,CHANGEABLE,GOALCONF,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_4,MATHARDSHIP_5,BENEFITS_1,CONNECT,DISTRESS,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_2,PEM,HOUSESAT,LIFEEXPECT,HHEDUC,PPINCIMP,PPREG4,PPREG9,fpl,agecat,generation,PPGENDER,PPMARIT,PPETHM
13053,0,7,7,7,56,2,3,3,4,40,3,1,2,3,2,1,0,1,1,2,1,0,75,3,3,3,4,6,4,5,3,6,3,6,3,3,3,2,1,1
12308,1,4,3,3,37,1,4,4,2,48,4,1,1,3,1,1,0,2,2,1,1,0,75,4,3,2,2,5,3,80,2,1,1,2,2,4,3,1,3,1
9448,1,5,5,7,53,2,2,3,3,55,3,0,5,3,2,2,0,1,1,1,1,1,55,3,3,3,4,6,3,45,3,3,4,9,3,2,4,2,1,3
13147,1,6,6,6,69,3,5,5,4,62,5,1,4,4,2,1,0,1,1,1,1,1,100,2,3,3,4,6,4,100,4,8,4,9,3,4,2,2,1,1
12522,0,4,5,3,55,3,4,4,5,48,4,1,5,3,2,1,0,1,1,1,1,1,90,4,3,3,4,5,4,100,4,9,1,2,3,5,2,2,1,2
12167,1,3,3,4,27,1,1,2,1,49,3,1,4,1,1,2,0,2,1,2,2,1,100,5,4,3,1,3,2,0,3,7,3,7,3,4,3,2,1,1
9931,0,5,5,7,50,4,4,4,3,56,4,1,6,3,1,2,0,1,1,1,1,0,80,4,3,3,5,6,3,90,4,9,4,9,3,4,3,2,3,1
12830,0,6,5,5,56,2,2,3,3,44,3,1,3,3,1,1,0,1,1,1,1,1,50,4,2,3,5,5,3,100,2,3,3,7,3,6,2,2,2,1
9204,1,6,6,6,81,4,4,4,5,20,2,0,2,3,2,1,0,1,1,1,1,1,100,3,3,3,4,5,4,100,5,7,1,2,3,7,2,2,1,1
8131,1,5,5,5,60,3,3,4,5,60,5,1,5,4,2,1,0,1,1,1,1,1,90,5,3,3,3,1,4,50,4,9,4,9,3,3,3,1,1,1
10358,1,4,5,4,51,3,2,2,4,44,3,1,2,4,2,1,0,1,1,1,1,1,75,2,3,4,4,7,4,75,3,6,1,2,3,6,2,1,1,1
13599,0,7,6,6,48,5,5,5,4,57,4,1,7,4,1,1,0,1,1,1,1,1,100,3,4,4,4,7,4,75,5,1,2,3,1,3,3,2,4,2
12422,0,5,5,5,77,1,5,4,5,61,4,0,2,4,2,1,0,1,1,1,1,1,100,2,3,3,4,2,4,100,3,5,3,5,3,8,1,1,1,1
11099,1,6,7,7,54,2,3,3,3,45,5,1,4,3,1,1,0,2,1,1,2,1,0,4,2,4,5,6,4,50,3,6,1,2,3,1,4,2,4,1
14301,0,5,6,5,58,4,3,2,3,47,4,1,2,4,2,1,0,1,1,1,1,1,50,5,2,3,4,1,2,85,5,9,1,2,3,2,4,2,1,1
11933,1,7,7,5,81,5,5,5,5,68,5,1,4,4,2,2,0,1,1,1,1,1,98,2,3,3,1,5,4,100,5,9,4,9,3,8,1,1,1,1
10359,0,5,4,4,67,4,4,4,5,56,4,1,3,4,2,1,0,1,1,1,1,1,90,5,3,4,5,3,3,90,4,9,2,3,3,4,3,2,1,1
12423,0,4,3,4,57,3,3,3,5,43,3,0,4,2,2,1,0,1,1,1,1,1,100,3,3,3,1,2,4,95,5,8,4,9,3,7,1,1,1,1
8967,0,6,7,7,70,4,4,4,5,65,4,1,2,4,1,2,0,1,1,1,1,1,88,3,4,3,5,2,3,72,4,7,3,5,3,2,4,1,1,1
13780,1,4,4,5,56,2,2,3,5,46,3,0,4,4,1,1,0,1,1,1,1,1,75,3,4,3,2,6,3,75,2,4,3,5,3,7,2,2,3,2
12563,0,4,4,5,37,1,1,2,2,56,5,1,1,3,2,2,0,2,2,2,1,0,95,2,3,4,4,7,2,90,3,1,4,9,1,4,2,1,1,1
13022,0,6,6,6,53,2,3,2,3,38,3,1,2,4,2,1,0,1,1,1,1,1,98,3,3,3,3,6,3,95,4,8,4,9,3,5,2,1,1,1
10143,0,5,6,7,69,4,4,4,3,53,3,1,4,4,2,1,0,1,1,1,1,1,75,3,2,3,5,5,3,75,4,9,1,2,3,5,2,2,1,1
11236,1,5,2,3,57,2,3,3,3,51,3,1,7,3,1,2,0,1,1,1,1,1,100,2,4,4,3,4,3,0,2,5,1,2,3,4,2,1,1,1
10360,0,6,6,6,53,2,3,3,3,40,4,1,5,3,2,3,0,1,1,1,1,1,-1,3,2,2,4,5,4,-2,3,6,3,5,3,8,1,1,1,1
11508,0,7,7,7,89,5,4,5,5,63,5,0,4,4,1,1,0,1,1,1,1,1,100,2,3,3,4,4,4,-2,4,2,4,9,2,8,1,2,2,1
8735,1,6,4,4,58,3,3,4,3,48,4,0,6,3,1,1,0,1,1,1,1,1,90,1,3,3,3,3,3,90,5,3,4,9,3,7,1,1,4,1
8132,0,7,7,7,63,5,5,4,4,71,5,1,2,3,2,1,0,1,1,1,1,1,100,4,3,4,5,6,4,98,5,9,2,3,3,6,2,2,1,1
9205,0,5,5,7,55,4,4,3,3,69,5,1,6,4,1,1,0,1,1,1,2,1,100,4,3,3,4,5,2,100,4,8,3,5,3,5,2,2,3,1
8968,1,5,7,7,53,4,3,4,3,44,4,1,5,3,2,1,0,1,1,2,2,1,75,3,2,3,4,5,3,69,5,9,2,3,3,7,1,1,1,1
7866,0,6,6,6,69,4,3,4,4,35,3,0,5,3,2,1,0,1,1,1,1,1,95,2,2,3,4,6,4,80,5,7,4,9,3,3,3,1,1,1
9449,1,5,4,4,59,3,3,4,4,50,3,0,2,4,1,1,0,1,1,1,2,1,90,4,2,2,2,1,3,50,5,2,3,7,3,2,4,2,4,1
9701,0,5,5,7,63,4,4,4,3,62,4,0,2,4,2,1,0,1,1,1,1,1,75,4,3,3,5,6,4,99,5,9,3,7,3,4,3,1,1,1
8969,0,5,5,5,51,5,3,3,2,46,4,0,6,4,1,1,0,1,1,1,1,1,90,3,3,3,3,5,4,95,5,8,4,9,3,4,3,1,4,3
8327,1,5,5,6,51,3,4,3,2,59,4,1,5,4,2,2,0,2,1,2,1,1,95,3,3,4,5,5,4,100,3,4,4,8,2,3,3,2,1,1
13086,0,5,5,6,41,1,2,2,1,31,2,1,2,2,2,3,0,2,2,2,1,1,65,5,3,2,2,2,3,55,3,2,3,6,2,3,3,2,1,1
11839,0,7,7,7,54,1,3,3,4,55,4,1,4,4,2,2,0,1,1,1,1,0,50,3,3,3,4,7,4,100,2,4,2,4,2,4,3,1,5,1
10144,0,6,6,5,54,3,3,3,3,49,4,1,5,4,2,1,0,1,1,1,1,1,90,3,3,3,4,5,4,85,5,7,3,5,3,4,3,2,1,1
8970,1,7,7,7,31,1,2,2,1,42,3,1,2,2,2,1,0,2,2,3,3,1,90,2,3,3,1,6,4,99,3,5,4,9,3,5,2,2,5,1
10565,0,4,4,7,45,2,3,3,1,35,4,1,1,3,1,1,0,1,1,1,1,1,100,1,3,3,1,6,4,80,4,9,4,8,3,6,2,2,1,1
13233,0,5,4,4,51,3,3,3,4,42,3,1,5,3,1,1,1,2,2,2,2,1,80,5,3,3,4,6,2,100,4,6,2,3,3,3,3,1,4,1
9206,1,5,5,7,57,5,4,3,5,65,4,1,2,3,2,2,0,1,1,1,1,1,90,5,3,4,5,2,3,90,5,9,4,9,3,3,3,1,1,1
13119,0,6,6,5,67,5,5,4,5,76,5,1,2,4,2,1,0,1,1,1,1,1,90,5,3,4,5,1,4,95,5,9,1,2,3,3,3,1,1,1
9702,0,6,5,5,58,4,4,4,5,57,4,1,3,4,2,1,0,1,1,1,1,1,75,3,3,3,4,5,4,100,5,9,2,4,3,2,4,2,1,1
8006,0,7,7,7,82,5,5,4,5,70,5,1,4,4,2,1,0,1,1,1,1,1,100,2,4,4,2,3,4,-2,4,9,1,2,3,8,1,1,1,1
13415,0,6,6,7,55,3,3,4,4,53,5,1,5,4,3,1,0,1,1,1,1,1,100,2,4,3,2,3,4,100,3,1,4,9,1,3,3,1,4,4
10918,1,5,5,5,58,2,3,3,3,53,3,1,2,3,2,1,0,1,1,1,1,1,85,4,2,3,4,2,2,75,5,7,3,5,3,6,2,1,1,1
8133,0,6,6,5,74,5,4,4,5,45,4,1,2,4,2,1,0,1,1,1,1,1,75,3,3,3,4,2,3,80,5,9,4,9,3,6,2,2,1,3
8736,0,5,5,5,55,4,4,3,3,46,3,1,2,3,1,1,0,1,1,1,1,1,75,5,3,3,4,1,2,90,5,9,4,9,3,4,3,2,1,1
13761,1,6,6,5,64,5,4,4,5,65,5,1,4,4,1,1,0,1,1,1,2,1,0,3,3,4,3,7,4,0,5,9,3,5,3,4,2,1,1,4
10566,0,5,4,5,54,3,2,3,3,43,3,0,5,3,2,2,0,1,1,1,1,1,75,4,3,3,2,5,4,50,4,5,3,5,3,6,2,1,1,1
10919,0,7,7,7,85,5,5,5,5,71,5,1,6,4,1,1,0,1,1,1,1,0,100,2,3,3,3,2,4,-2,3,5,2,3,3,8,1,1,2,1
8328,0,6,6,5,70,4,4,3,5,55,4,0,3,3,2,1,0,1,1,1,1,1,90,2,3,3,4,5,4,85,5,9,2,4,3,3,3,1,1,1
8971,0,7,7,7,95,5,5,5,5,72,5,0,2,4,2,1,0,1,1,1,1,1,90,3,3,4,5,5,4,100,5,5,4,8,3,7,1,2,1,3
8007,1,5,6,5,55,2,3,4,3,52,4,1,4,3,3,2,1,3,3,2,2,1,75,4,2,3,4,3,3,0,3,1,2,4,1,2,4,2,1,1
8737,1,5,6,4,63,4,4,5,4,65,4,1,2,4,2,2,0,1,1,1,1,1,70,3,3,3,2,1,4,75,5,8,2,3,3,6,2,1,1,1
13588,1,6,7,5,64,3,4,5,3,45,5,1,2,4,2,2,0,1,1,1,1,1,75,3,3,3,3,5,4,90,4,5,4,8,3,3,4,2,1,1
14261,1,2,2,2,33,2,2,2,2,33,5,0,7,3,2,1,1,3,3,3,3,1,-1,4,4,2,1,1,1,0,2,2,1,2,2,2,4,2,5,1
10362,0,7,7,7,62,4,4,5,5,82,5,1,1,3,1,1,0,1,1,2,2,0,100,4,3,4,5,7,3,75,2,5,4,8,2,1,4,2,1,1
10766,0,7,6,6,44,1,3,3,2,29,3,1,1,3,3,1,0,1,1,1,1,1,95,2,2,3,4,6,3,100,4,9,1,1,3,5,2,2,1,1
13320,0,7,7,7,65,3,5,4,4,50,4,0,4,4,1,1,0,1,1,1,1,1,100,2,4,4,3,6,4,100,5,9,1,2,3,7,1,2,2,1
12937,0,7,7,7,72,5,5,5,5,70,5,1,3,4,2,1,0,1,1,1,1,1,90,2,2,4,5,2,4,100,5,9,1,2,3,2,4,1,1,4
9703,1,6,6,7,76,5,5,5,5,67,5,1,3,4,2,2,0,1,1,1,1,1,100,3,3,3,3,3,4,80,5,7,4,9,3,6,2,2,2,1
10363,0,7,6,6,61,4,4,4,4,61,4,1,4,4,1,1,0,1,1,1,1,1,100,2,3,3,2,5,4,8,3,3,3,7,2,2,4,2,1,1
11934,0,7,7,7,67,2,4,5,4,53,3,1,3,4,2,1,0,1,1,1,1,1,75,4,2,3,5,6,4,89,5,8,2,3,3,2,4,1,1,1
9207,0,6,7,7,55,3,5,4,2,34,3,1,6,3,1,1,0,2,2,1,1,1,-1,3,2,2,4,6,3,-1,4,8,4,9,3,2,4,2,1,1
10567,1,5,5,4,48,1,3,2,2,50,3,1,3,3,1,1,0,1,1,1,1,1,50,1,3,3,1,3,1,-2,4,6,1,2,3,8,1,1,1,4
9450,0,6,6,6,79,4,4,5,5,85,4,1,2,4,2,1,0,1,1,1,1,1,80,2,3,4,3,5,4,90,2,7,1,1,3,5,2,1,1,1
12564,1,7,4,4,69,3,2,3,3,47,3,0,4,3,2,1,0,1,1,1,1,0,100,2,2,3,3,4,4,50,3,2,3,6,2,6,2,2,1,1
11100,1,6,6,5,55,3,3,3,3,44,3,1,5,3,2,1,0,1,1,1,1,1,90,2,3,3,4,6,4,90,4,8,2,3,3,6,2,1,1,1
13590,1,5,6,6,54,3,3,3,4,41,3,0,5,2,2,2,0,1,1,1,1,1,90,4,2,2,3,5,2,40,3,7,4,9,3,4,2,2,3,1
11237,0,6,6,6,59,3,4,3,4,51,3,1,3,3,2,1,0,1,1,1,1,1,50,3,3,3,4,5,4,30,3,4,2,3,3,7,1,2,1,1
8534,0,4,4,4,56,4,3,3,2,45,4,1,1,3,1,1,0,1,1,1,1,0,85,3,3,4,1,3,3,85,5,3,3,5,2,1,4,2,4,4
10767,0,7,7,7,80,5,4,5,5,59,4,0,2,4,2,1,0,1,1,1,1,1,100,2,3,3,4,5,4,-2,5,4,2,3,3,8,1,1,1,4
12523,1,4,5,7,53,2,3,3,2,53,2,0,2,3,1,1,0,1,1,1,1,0,75,4,3,3,5,2,3,75,4,1,2,4,2,3,3,1,4,1
7270,0,6,6,6,61,3,4,4,4,38,4,1,2,3,2,1,0,1,1,1,1,1,75,4,3,4,5,5,3,80,5,9,3,5,3,2,4,2,1,1
9704,1,7,7,7,63,2,4,4,4,58,5,1,4,4,1,1,0,1,1,1,1,1,100,3,3,3,3,6,4,-2,3,8,1,1,3,8,1,1,1,1
11238,1,6,6,7,60,3,4,4,4,58,4,1,5,3,2,1,0,1,1,1,1,1,70,4,3,4,5,6,4,100,5,6,1,1,3,2,4,2,5,1
10364,0,6,6,6,55,3,3,3,3,58,4,1,4,4,1,1,0,1,1,1,1,0,50,3,3,3,4,7,4,100,4,9,1,2,3,1,4,1,4,1
9208,1,4,5,7,55,3,4,3,3,55,5,1,1,4,1,1,0,2,1,1,1,1,75,3,3,3,4,1,2,75,4,5,4,9,2,2,4,1,4,4
10145,0,7,7,7,72,5,5,5,5,57,5,1,3,4,2,2,0,1,1,1,1,1,95,2,3,3,4,7,4,100,5,8,4,9,3,4,3,2,1,1
11101,1,6,5,6,63,4,3,3,4,43,3,1,4,3,2,1,0,1,1,1,1,1,75,2,3,3,4,5,4,75,3,6,2,3,3,6,2,1,1,1
12309,1,7,7,1,68,5,3,3,4,41,3,0,4,3,2,1,0,1,1,1,1,0,100,3,3,3,1,1,3,100,5,8,3,5,3,7,1,1,1,1
8738,0,4,6,6,50,1,4,3,2,56,3,0,3,3,1,1,0,1,1,1,1,1,85,4,2,4,4,3,4,75,5,9,4,9,3,1,4,2,4,3
9209,1,5,7,5,58,1,3,3,3,49,4,1,5,4,2,1,0,1,1,1,1,0,100,2,4,4,5,5,4,100,3,7,1,2,3,3,3,2,1,2
13752,1,6,7,7,56,3,3,4,4,46,3,0,5,3,2,1,0,1,1,1,2,1,90,3,3,3,3,7,3,-2,4,7,2,4,3,8,1,1,1,1
12524,0,6,6,6,63,4,4,4,5,56,4,1,5,3,1,1,0,1,1,1,1,0,90,2,3,3,3,5,4,-2,3,5,2,3,3,8,1,1,2,1
11840,1,5,7,7,57,2,2,2,3,85,5,1,1,4,2,1,0,1,2,1,1,1,100,3,4,4,3,1,3,100,3,1,3,7,1,4,3,1,1,2
13148,0,6,6,6,71,4,4,4,3,69,4,1,2,4,2,3,0,1,1,1,1,1,99,4,3,4,5,5,4,95,5,9,3,6,3,3,4,1,1,1
8972,1,5,5,5,63,3,4,4,5,61,4,1,5,4,2,1,0,1,1,1,1,1,100,4,3,4,4,6,3,75,5,9,1,2,3,6,2,1,1,1
10768,1,6,6,6,55,3,4,4,3,51,5,1,4,3,2,3,0,2,1,1,1,1,0,3,3,3,3,5,4,55,2,1,3,5,1,3,3,2,4,2
9210,1,6,6,4,56,3,4,3,2,47,3,1,2,3,2,1,0,1,1,1,1,1,85,4,3,3,2,3,3,60,5,7,2,4,3,4,3,1,1,1
10568,0,6,5,6,71,4,4,4,5,47,4,1,2,3,2,1,0,1,1,1,1,1,100,2,3,4,2,2,4,80,5,9,2,4,3,6,2,1,1,1
10365,0,7,7,7,67,3,5,4,4,51,4,0,5,4,2,1,0,1,1,1,1,0,90,2,3,4,4,3,4,-2,4,7,4,9,3,8,1,1,1,1
9932,1,6,6,6,63,3,3,4,4,50,4,1,3,4,1,1,0,1,1,1,1,1,80,2,3,3,4,6,4,90,3,4,4,9,3,2,4,1,4,3
8134,0,6,5,5,50,4,4,3,2,40,4,1,5,3,1,1,0,1,1,1,1,1,100,3,3,2,4,5,4,100,2,7,3,7,3,3,4,2,1,4
7321,1,4,3,4,43,3,3,2,1,39,1,1,2,3,2,1,0,1,1,1,1,1,50,4,1,3,4,2,4,50,4,6,1,2,3,2,4,2,1,1
11624,0,6,7,7,64,4,4,5,5,73,5,1,6,4,2,2,0,1,1,1,1,1,75,2,3,4,5,6,3,100,3,9,4,9,3,5,2,1,1,1
10366,0,7,5,7,51,2,4,5,2,37,3,1,3,3,1,1,0,1,1,1,1,1,90,1,3,3,3,1,4,100,3,6,1,2,3,6,2,1,1,1
10146,1,6,4,5,52,2,3,2,3,40,3,0,4,2,2,1,0,1,1,1,1,0,100,3,2,2,3,4,3,100,2,2,1,2,2,8,1,1,1,1
12019,1,4,4,4,33,1,2,2,1,33,3,0,-1,2,2,1,0,3,3,2,1,0,90,4,2,3,2,2,3,0,3,4,4,9,3,2,4,2,4,1
9211,0,3,4,6,44,2,2,1,2,31,2,0,5,2,1,1,0,1,1,1,1,1,10,4,2,3,4,4,3,76,4,4,4,9,2,5,2,1,3,3
11841,0,5,5,5,65,4,5,4,4,52,4,1,2,4,2,2,0,1,1,1,1,1,50,4,3,3,5,5,4,100,5,9,1,2,3,4,3,2,1,1
11625,0,5,5,5,66,4,4,4,4,56,5,0,7,4,1,1,0,1,1,1,1,1,100,1,4,3,4,4,4,20,3,3,1,2,3,6,2,1,4,2
9212,0,7,7,4,74,4,4,4,2,60,4,1,5,4,2,1,0,1,1,1,2,1,95,2,3,3,4,2,4,75,4,8,3,5,3,6,2,1,1,1
9451,0,6,7,6,95,5,5,5,5,63,5,0,3,4,2,1,0,1,1,1,1,1,95,3,3,4,5,6,4,100,5,9,1,2,3,8,1,1,1,1
9452,0,6,6,6,64,4,4,4,4,49,4,1,4,3,2,1,0,1,1,1,1,1,90,3,3,3,2,5,4,90,5,9,2,3,3,6,2,2,1,1
8535,0,7,7,7,67,3,5,4,5,75,4,1,5,3,1,1,0,1,1,1,1,1,98,3,3,4,5,5,4,90,5,6,2,3,3,4,2,2,3,1
13657,1,6,5,3,40,2,2,2,2,29,1,0,4,2,1,1,0,1,2,1,1,0,50,3,3,2,2,5,3,100,1,1,4,9,1,4,2,1,4,3
9705,0,7,7,7,75,4,5,5,5,70,5,1,3,4,2,1,0,1,1,1,1,1,100,2,3,3,5,7,3,99,4,8,2,4,3,3,3,1,1,1
8973,1,4,5,6,65,3,3,5,5,61,4,1,5,4,2,1,0,1,1,1,1,1,90,3,3,3,3,6,4,50,4,8,4,8,3,2,4,1,1,1
14320,0,4,5,7,61,4,4,4,4,66,5,0,2,4,1,1,0,1,1,1,1,0,-1,1,3,3,3,-1,3,8,2,1,2,4,2,4,3,1,3,2
9453,1,7,6,6,62,4,4,4,4,48,3,1,4,3,2,2,0,1,1,1,1,1,75,3,3,2,4,3,3,0,5,8,2,4,3,6,2,1,1,1
11842,1,5,5,4,54,3,3,3,3,52,4,1,4,3,2,1,0,1,1,1,1,1,80,4,3,2,3,6,2,90,4,8,1,2,3,7,1,1,1,1
12901,0,6,6,6,58,3,4,3,5,45,3,1,3,3,2,1,0,1,1,1,1,1,85,2,2,2,3,5,4,80,5,8,4,8,3,4,2,2,1,1
12854,0,7,7,5,56,3,4,4,4,51,4,0,6,4,2,1,0,1,1,1,1,0,100,1,3,3,4,2,4,-2,5,6,1,2,3,8,1,1,1,1
9933,0,5,5,5,48,2,3,3,2,52,4,1,6,3,1,2,1,1,1,1,1,0,90,2,3,3,4,5,2,50,3,1,4,9,2,6,2,1,3,1
8329,1,5,5,1,55,3,2,3,3,33,3,0,3,4,2,1,0,1,1,1,1,1,80,3,3,1,2,5,4,100,3,2,1,2,2,6,2,1,1,1
9706,0,6,6,6,74,2,5,5,5,56,4,1,5,4,2,1,0,1,1,1,1,1,80,4,4,4,4,2,4,95,4,7,2,3,3,6,2,2,1,1
8330,1,6,3,4,41,1,1,3,3,55,4,0,5,2,1,2,1,2,2,2,1,1,0,5,4,2,2,5,3,0,2,6,2,3,3,2,4,2,3,1
14367,1,7,3,7,56,3,4,4,4,40,4,1,1,3,1,1,0,1,1,1,1,1,100,4,3,4,5,6,4,75,5,8,3,5,3,4,3,1,2,1
10147,0,5,5,5,62,4,4,3,3,54,4,1,5,3,2,2,0,1,1,1,1,1,75,3,3,4,4,5,3,99,5,8,2,3,3,5,2,2,1,1
11102,1,5,5,5,50,3,3,3,4,56,4,1,2,4,1,1,0,1,1,1,1,1,90,3,4,4,2,5,4,100,3,3,4,9,3,6,2,1,1,1
13447,0,5,5,5,60,3,4,4,2,48,3,1,2,3,1,1,0,1,1,1,1,1,85,4,3,3,4,2,4,75,5,9,4,9,3,4,3,1,4,1
11509,1,6,6,6,52,2,3,4,3,41,4,0,2,4,1,1,0,1,1,1,1,1,1,2,3,3,3,5,3,0,4,3,3,6,3,6,2,2,3,1
13901,1,6,5,5,57,3,3,3,3,35,2,0,4,3,2,1,0,1,1,1,2,1,99,4,3,3,3,3,4,90,5,8,2,3,3,7,2,2,1,1
10920,1,5,5,4,53,2,3,3,2,41,4,0,6,4,2,1,0,1,1,1,1,0,10,3,3,1,3,2,4,-2,3,4,3,6,3,8,1,2,1,1
12168,0,7,7,7,84,5,5,5,5,68,5,1,3,4,1,1,0,1,1,1,1,1,100,1,4,4,5,6,-1,-2,2,3,1,1,3,8,1,2,2,1
7322,0,7,7,7,48,2,2,3,3,42,3,0,4,1,2,2,8,1,1,1,1,1,100,3,4,4,3,4,3,50,2,2,3,5,2,4,3,2,1,1
13856,0,5,5,5,61,3,4,3,4,47,5,1,2,4,1,1,0,1,1,1,1,1,50,3,2,3,3,6,3,80,2,1,4,9,2,7,1,2,3,1
10769,0,4,-1,-1,42,3,3,5,3,80,3,0,5,3,2,2,0,2,2,2,2,0,100,4,3,3,5,7,4,50,3,6,1,1,3,6,2,2,1,1
11843,0,7,7,7,76,5,5,5,5,82,5,1,1,4,2,1,0,1,1,1,1,1,100,2,3,4,5,6,4,90,2,4,3,6,3,4,2,2,1,1
10569,1,6,5,5,75,4,4,4,4,71,4,1,3,3,1,1,0,1,1,1,1,1,80,2,3,3,3,5,4,-2,5,5,3,5,3,8,1,2,2,1
10570,0,7,7,7,72,4,4,5,4,67,4,1,3,4,2,1,0,1,1,1,1,1,-1,2,3,3,3,5,4,-2,5,7,3,5,3,8,1,1,1,1
8008,0,7,7,7,86,5,5,5,5,71,5,1,4,4,2,3,0,1,1,1,1,1,95,3,2,4,5,6,4,75,5,9,2,4,3,5,2,1,1,1
12975,1,6,6,6,53,2,3,3,3,47,4,1,6,3,1,2,0,1,1,1,1,0,85,3,3,3,4,6,3,90,4,1,3,5,1,2,4,1,4,1
10367,1,6,6,6,57,3,3,3,4,50,4,1,3,3,2,1,0,1,1,1,1,1,89,4,3,3,4,5,3,25,5,8,3,6,3,6,2,1,1,1
11626,0,5,6,6,41,1,2,4,2,59,3,1,2,3,1,1,0,1,1,1,1,1,80,4,3,2,4,3,3,95,3,2,4,8,1,1,4,1,4,1
7867,1,7,7,7,59,3,4,4,4,56,4,1,4,3,1,1,0,1,1,1,1,1,100,4,4,3,3,6,4,-2,3,4,3,7,3,8,1,1,1,1
11627,1,5,5,4,62,3,3,3,4,49,4,1,2,2,1,1,0,1,1,1,1,1,95,4,3,3,2,3,3,100,4,8,1,2,3,6,2,2,2,1
10921,1,3,3,5,42,2,2,2,3,39,3,1,3,2,2,1,0,2,1,2,1,0,75,4,3,2,1,3,1,100,3,3,4,9,3,7,1,1,1,1
9454,0,6,6,6,58,3,3,3,4,48,4,1,5,4,2,1,0,1,1,1,1,1,100,3,3,3,4,6,4,100,3,8,4,9,3,6,2,1,1,1
13792,1,1,5,7,16,1,2,1,1,29,3,1,5,3,1,3,8,3,3,3,2,0,0,5,4,3,3,5,1,50,2,1,3,7,1,4,3,2,5,2
8739,1,4,5,6,30,1,3,2,2,39,3,1,5,3,3,2,0,2,2,1,1,1,0,5,3,3,1,6,1,79,3,5,3,5,2,2,4,2,3,1
13076,0,6,5,7,68,4,4,4,5,50,5,0,3,4,1,1,0,1,1,1,1,1,95,2,3,3,4,5,4,-2,5,7,1,2,3,8,1,1,2,1
8009,1,5,5,5,36,1,2,2,1,43,3,0,2,2,1,1,0,1,1,1,1,0,50,3,3,3,1,3,3,-1,4,6,2,3,3,2,4,2,4,1
9707,1,4,4,5,26,1,1,2,1,24,2,0,6,2,1,1,0,1,1,2,2,0,90,2,2,2,1,6,4,10,2,3,1,1,3,3,3,1,4,1
11935,0,6,6,6,56,3,4,4,4,51,4,1,5,4,2,2,0,1,1,1,1,1,85,4,2,3,4,3,3,85,5,9,4,9,3,3,3,1,1,3
12359,1,5,5,5,61,4,4,4,4,55,4,1,2,4,1,1,0,1,1,1,1,1,98,4,3,3,3,5,4,-2,3,6,2,3,3,8,1,2,3,1
9934,0,7,7,7,69,4,4,4,4,54,4,1,3,4,2,1,0,1,1,1,1,0,100,1,3,4,4,6,4,90,2,7,2,4,3,6,2,2,1,1
9708,0,6,6,6,63,4,4,4,4,58,5,1,1,4,2,1,0,1,1,1,1,1,100,1,3,3,3,7,4,80,5,5,3,5,3,6,2,1,1,1
12812,1,3,3,4,48,2,3,3,3,37,3,1,3,2,2,2,0,2,2,3,1,1,2,4,2,2,2,3,3,5,3,7,4,8,3,5,2,2,1,1
13806,0,5,7,7,38,2,5,3,5,43,3,0,5,3,1,1,1,3,3,1,3,1,0,3,2,2,3,4,3,70,1,1,3,5,1,2,4,1,4,2
10148,1,5,7,6,36,1,2,3,2,57,3,1,3,4,2,1,0,2,2,2,1,1,0,4,3,3,2,6,3,100,3,3,3,7,2,3,4,1,1,4
11239,1,7,7,6,70,5,4,4,4,71,4,1,2,4,2,1,0,1,1,1,1,1,99,2,3,3,3,6,4,100,5,7,2,4,3,6,2,2,1,1
11628,1,3,6,6,31,1,1,2,2,33,2,1,1,2,3,2,1,2,3,1,3,1,80,4,2,2,4,5,3,40,2,3,4,8,2,3,3,1,5,4
13782,0,5,5,6,49,2,3,2,3,32,2,0,2,3,2,3,0,2,1,2,1,1,40,4,2,3,2,5,3,35,3,7,2,3,3,3,3,2,1,1
10770,1,1,3,3,31,1,1,2,1,43,3,1,5,1,1,1,0,3,3,3,2,0,75,4,3,3,2,1,3,50,3,5,3,7,3,4,3,2,1,4
12169,0,3,3,4,35,1,2,3,2,45,3,0,2,3,2,2,0,1,1,2,2,1,50,5,2,3,1,3,4,20,4,8,2,3,3,4,3,1,1,1
10571,0,7,7,7,75,4,5,5,5,52,4,1,6,4,2,1,0,1,1,1,1,1,100,2,3,3,5,7,4,85,5,9,2,3,3,5,2,1,1,1
8974,0,7,7,7,69,4,4,5,5,60,4,1,6,3,2,1,0,1,1,1,1,1,98,3,3,3,4,3,4,99,5,9,3,7,3,7,1,1,1,1
10368,0,6,6,6,59,5,4,3,4,58,4,1,5,3,1,1,0,1,1,1,1,1,25,3,3,3,4,6,3,100,5,8,3,5,3,3,4,1,1,1
11629,1,4,4,4,49,3,3,3,3,42,2,1,4,3,3,1,0,1,1,1,1,1,40,3,2,2,3,4,2,-1,2,7,3,7,3,4,2,2,2,2
8536,0,6,5,6,63,3,3,4,4,53,3,1,5,3,2,1,0,1,1,1,1,1,100,3,3,3,4,6,3,50,3,8,3,5,3,5,2,1,1,1
